id,grade_level,sex,race,gpa,econ_dis,disability,dis_cat,lang,iss_off,iss_days,subj_off,days_absent
15524,12th Grade,Female,White,2.33,Yes,Yes,Specific Learning Disability,English,0,0,0,6
15525,2nd Grade,Male,Hispanic,2,Yes,No,Not Applicable,Spanish,0,0,0,3
15526,Pre-K,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,6
15527,12th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,1,2
15528,6th Grade,Female,Black,2.67,No,Yes,Other,English,0,0,0,18
15529,4th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,5
15530,3rd Grade,Female,Black,2.33,No,No,Not Applicable,Spanish,0,0,0,8
15531,3rd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
15532,7th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,7
15533,9th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,4
15534,7th Grade,Female,White,2.33,No,No,Not Applicable,Other,0,0,0,4
15535,5th Grade,Female,White,3,Yes,Yes,Speech/Language Impairments,Spanish,0,0,0,0
15536,6th Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,1
15537,8th Grade,Female,White,2.67,No,No,Not Applicable,Spanish,0,0,0,15
15538,Kindergarten,Female,Hispanic,3,Yes,No,Not Applicable,Spanish,0,0,0,1
15539,3rd Grade,Female,Black,2.33,No,No,Not Applicable,English,0,0,0,4
15540,3rd Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,13
15541,Pre-K,Male,White,2,No,No,Not Applicable,English,0,0,0,2
15542,4th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,9
15543,11th Grade,Female,White,3,No,No,Not Applicable,English,0,0,1,10
15544,Pre-K,Male,White,3.67,No,No,Not Applicable,English,0,0,1,4
15545,7th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,5
15546,1st Grade,Male,Black,4,No,No,Not Applicable,English,0,0,0,12
15547,6th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,8
15548,8th Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,2
15549,11th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,4
15550,10th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
15551,7th Grade,Female,White,3,Yes,No,Not Applicable,English,6,4,1,3
15552,4th Grade,Male,Black,4,Yes,Yes,Specific Learning Disability,English,2,2,1,1
15553,6th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,9
15554,1st Grade,Female,White,3,No,No,Not Applicable,Spanish,4,3,5,4
15555,6th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
15556,2nd Grade,Male,White,2.67,No,Yes,Specific Learning Disability,English,0,0,0,16
15557,6th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,23
15558,7th Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,1,13
15559,12th Grade,Female,Hispanic,2,No,No,Not Applicable,English,0,0,0,4
15560,Pre-K,Female,White,2,Yes,No,Not Applicable,English,0,0,0,15
15561,2nd Grade,Male,Native,2,Yes,Yes,Specific Learning Disability,Other,0,0,0,3
15562,4th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,12
15563,Kindergarten,Male,Black,3.67,Yes,Yes,Speech/Language Impairments,German,0,0,0,8
15564,7th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,8
15565,4th Grade,Other,White,3,No,No,Not Applicable,English,0,0,0,10
15566,5th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,6
15567,3rd Grade,Male,White,2.67,No,No,Not Applicable,English,1,1,4,3
15568,2nd Grade,Female,Hispanic,3,Yes,Yes,Developmental Delay,English,0,0,2,6
15569,1st Grade,Male,White,2.67,Yes,No,Not Applicable,Other,0,0,0,2
15570,4th Grade,Female,White,3,Yes,No,Not Applicable,German,0,0,2,7
15571,5th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,8
15572,11th Grade,Female,Asian,3,Yes,No,Not Applicable,English,0,0,0,10
15573,9th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,8
15574,12th Grade,Other,Black,3,Yes,No,Not Applicable,Chinese,0,0,0,17
15575,10th Grade,Male,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,5
15576,3rd Grade,Female,White,3,No,Yes,Speech/Language Impairments,English,0,0,1,6
15577,10th Grade,,Hispanic,2.67,No,No,Not Applicable,Spanish,0,0,0,5
15578,10th Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,2
15579,6th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,1,18
15580,1st Grade,Male,White,2.67,Yes,Yes,Speech/Language Impairments,English,0,0,0,28
15581,10th Grade,Male,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,6
15582,Pre-K,Male,White,2.67,Yes,No,Not Applicable,Chinese,0,0,0,5
15583,7th Grade,Other,White,3,Yes,No,Not Applicable,English,0,0,0,9
15584,4th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,6
15585,3rd Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,10
15586,1st Grade,Other,White,2.67,Yes,No,Not Applicable,English,0,0,0,3
15587,10th Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,6
15588,3rd Grade,Male,White,2.33,No,No,Not Applicable,Spanish,0,0,1,9
15589,6th Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,9
15590,9th Grade,Female,White,3.67,No,No,Not Applicable,English,0,0,0,11
15591,9th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,32
15592,5th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,6
15593,7th Grade,Female,White,3.67,Yes,No,Not Applicable,English,3,3,1,5
15594,6th Grade,Male,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,48
15595,4th Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,2
15596,5th Grade,Male,White,3.33,Yes,Yes,Emotional Disturbance,English,,,,11
15597,7th Grade,Female,White,3.33,Yes,No,Not Applicable,Spanish,0,0,0,2
15598,1st Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,8
15599,5th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,4
15600,Pre-K,Male,White,3,Yes,No,Not Applicable,English,0,0,0,6
15601,9th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,4
15602,4th Grade,Male,White,3,Yes,Yes,Autism,English,0,0,0,14
15603,10th Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,9
15604,3rd Grade,Male,White,3.33,No,No,Not Applicable,Spanish,0,0,0,4
15605,3rd Grade,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,1,1
15606,4th Grade,Female,Hispanic,2.33,Yes,No,Not Applicable,Other,0,0,0,5
15607,8th Grade,Female,Black,3.33,Yes,No,Not Applicable,English,0,0,0,5
15608,10th Grade,Male,Other,2.33,No,Yes,Autism,English,0,0,1,11
15609,2nd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,5
15610,1st Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,4
15611,3rd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
15612,Kindergarten,Male,White,3,No,No,Not Applicable,Chinese,0,0,0,7
15613,9th Grade,Male,Hispanic,3.33,No,No,Not Applicable,Other,,,,3
15614,7th Grade,Male,Asian,2.33,No,No,Not Applicable,English,0,0,0,6
15615,Kindergarten,Male,Black,4,Yes,Yes,Speech/Language Impairments,English,0,0,0,9
15616,Kindergarten,Male,White,2.67,Yes,Yes,Other,English,0,0,0,3
15617,2nd Grade,Female,White,3.33,Yes,No,Not Applicable,English,3,3,2,12
15618,11th Grade,Male,White,3.33,No,No,Not Applicable,Chinese,0,0,0,3
15619,9th Grade,Female,Black,3,Yes,No,Not Applicable,English,4,3,3,7
15620,5th Grade,Male,Black,2.33,Yes,No,Not Applicable,Other,0,0,0,10
15621,6th Grade,Male,White,3.33,No,Yes,Speech/Language Impairments,Other,0,0,0,7
15622,12th Grade,Male,White,3.33,No,Yes,Specific Learning Disability,English,0,0,0,7
15623,6th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,6
15624,8th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,4
15625,7th Grade,Male,White,3,Yes,No,Not Applicable,English,4,3,1,4
15626,5th Grade,Female,Hispanic,2.33,No,Yes,Specific Learning Disability,English,0,0,0,6
15627,2nd Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
15628,8th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,10
15629,5th Grade,Female,Hispanic,3,Yes,No,Not Applicable,Spanish,0,0,0,9
15630,2nd Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,9
15631,2nd Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,5
15632,11th Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,5
15633,1st Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,10
15634,1st Grade,Female,Hispanic,2.67,No,No,Not Applicable,Other,0,0,0,3
15635,6th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,12
15636,2nd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,6
15637,6th Grade,Female,Hispanic,2.67,Yes,Yes,Specific Learning Disability,Spanish,0,0,0,5
15638,8th Grade,Female,Black,2.67,No,No,Not Applicable,English,3,3,1,1
15639,2nd Grade,Female,Hispanic,3,No,No,Not Applicable,English,2,2,1,6
15640,5th Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,8
15641,10th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
15642,10th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,2
15643,10th Grade,,White,3.33,Yes,No,Not Applicable,English,0,0,0,5
15644,Pre-K,Male,White,2,No,No,Not Applicable,English,0,0,0,2
15645,6th Grade,Female,White,3,No,No,Not Applicable,Other,0,0,0,3
15646,Kindergarten,Female,Black,3.33,No,No,Not Applicable,English,4,3,2,3
15647,Pre-K,Male,Black,2.67,Yes,No,Not Applicable,Other,0,0,0,4
15648,6th Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,3
15649,11th Grade,Male,White,3.33,No,No,Not Applicable,Other,0,0,0,13
15650,11th Grade,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,9
15651,11th Grade,Female,White,2.33,Yes,No,Not Applicable,Spanish,1,1,3,6
15652,3rd Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,3
15653,3rd Grade,Female,Black,3.33,No,No,Not Applicable,English,0,0,0,23
15654,6th Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,15
15655,1st Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,12
15656,12th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,1
15657,1st Grade,Male,Black,3.33,Yes,No,Not Applicable,Other,6,4,1,17
15658,11th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,5
15659,5th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,5
15660,9th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,7
15661,5th Grade,Male,Hispanic,2,No,No,Not Applicable,English,0,0,0,13
15662,12th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,11
15663,Kindergarten,Female,White,3,No,No,Not Applicable,English,0,0,0,8
15664,Kindergarten,Male,White,2,No,No,Not Applicable,English,0,0,0,8
15665,8th Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,4
15666,4th Grade,Male,White,3.33,No,No,Not Applicable,Spanish,1,1,1,12
15667,11th Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,9
15668,6th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,2
15669,4th Grade,Male,Asian,2,No,No,Not Applicable,Other,9,13,11,18
15670,2nd Grade,Male,White,2.67,Yes,Yes,Other,English,0,0,0,5
15671,Kindergarten,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,23
15672,8th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,15
15673,Kindergarten,Male,White,2.33,No,Yes,Specific Learning Disability,Spanish,0,0,0,4
15674,Pre-K,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,14
15675,5th Grade,Female,Black,3.33,Yes,No,Not Applicable,English,0,0,0,12
15676,2nd Grade,Male,White,2.67,No,No,Not Applicable,Other,0,0,0,24
15677,8th Grade,Male,Hispanic,3,No,No,Not Applicable,English,2,2,1,3
15678,4th Grade,Female,White,2.33,Yes,Yes,Intellectual Disability,English,0,0,0,7
15679,8th Grade,Female,White,3.67,Yes,Yes,Other,English,5,12,11,4
15680,8th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,11
15681,10th Grade,Male,White,3.33,No,No,Not Applicable,German,0,0,0,10
15682,2nd Grade,Female,White,2.67,No,No,Not Applicable,Spanish,,,,10
15683,10th Grade,Female,White,2,No,No,Not Applicable,Other,0,0,0,4
15684,10th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,0,0,0,5
15685,10th Grade,Female,White,2.67,No,Yes,Speech/Language Impairments,English,0,0,0,2
15686,12th Grade,Male,Multi-racial,3.67,Yes,No,Not Applicable,Arabic,0,0,0,4
15687,Pre-K,Female,Black,2,Yes,No,Not Applicable,English,0,0,0,17
15688,11th Grade,Female,White,3,Yes,Yes,Other,English,0,0,0,4
15689,3rd Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,4
15690,10th Grade,Male,White,2,Yes,No,Not Applicable,Spanish,0,0,0,27
15691,8th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,4
15692,2nd Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,5
15693,9th Grade,Female,White,2,Yes,Yes,Autism,English,0,0,0,3
15694,1st Grade,Female,White,1.67,No,No,Not Applicable,Other,0,0,0,3
15695,1st Grade,Female,Multi-racial,2.33,Yes,No,Not Applicable,English,0,0,0,7
15696,Kindergarten,Male,White,3,No,No,Not Applicable,Other,0,0,0,7
15697,12th Grade,Male,White,2.33,No,Yes,Emotional Disturbance,English,0,0,0,4
15698,1st Grade,Male,Black,1.33,Yes,No,Not Applicable,English,1,1,1,9
15699,5th Grade,Male,White,3.67,No,No,Not Applicable,Spanish,0,0,0,4
15700,8th Grade,Female,Asian,2,Yes,No,Not Applicable,English,0,0,0,26
15701,9th Grade,Male,White,2.67,No,Yes,Speech/Language Impairments,Other,0,0,0,19
15702,3rd Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,4
15703,9th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
15704,7th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
15705,Kindergarten,Male,White,2.67,No,No,Not Applicable,English,0,0,0,3
15706,8th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,1
15707,9th Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,7
15708,Kindergarten,Male,White,2.67,No,No,Not Applicable,Other,0,0,0,5
15709,Kindergarten,Female,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,22
15710,3rd Grade,Male,White,2.33,No,No,Not Applicable,Other,3,3,1,11
15711,9th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
15712,1st Grade,Male,White,3,Yes,No,Not Applicable,English,,,,11
15713,12th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,5
15714,Pre-K,Female,White,3,No,No,Not Applicable,English,0,0,0,2
15715,2nd Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,1,1,3,3
15716,4th Grade,Female,Asian,2.33,Yes,No,Not Applicable,English,0,0,0,14
15717,12th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,9
15718,10th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,2
15719,12th Grade,Female,White,3.33,No,Yes,Other,Spanish,0,0,0,2
15720,Kindergarten,Male,White,2.33,No,No,Not Applicable,English,0,0,0,9
15721,9th Grade,Male,White,3.33,No,Yes,Specific Learning Disability,Spanish,0,0,0,12
15722,12th Grade,Female,White,3,No,No,Not Applicable,Other,0,0,0,25
15723,3rd Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,5
15724,6th Grade,Female,Black,2.33,Yes,Yes,Autism,English,0,0,0,4
15725,12th Grade,Male,Hispanic,2.67,No,No,Not Applicable,Other,0,0,0,9
15726,9th Grade,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,3
15727,Kindergarten,Female,White,2.67,Yes,Yes,Speech/Language Impairments,Spanish,0,0,0,6
15728,7th Grade,Male,White,3,Yes,Yes,Specific Learning Disability,Other,0,0,0,9
15729,Kindergarten,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,14
15730,5th Grade,Male,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,18
15731,1st Grade,Male,Asian,3,Yes,No,Not Applicable,English,0,0,1,3
15732,8th Grade,Male,Asian,3.33,Yes,No,Not Applicable,English,0,0,1,4
15733,10th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,6
15734,12th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,2
15735,6th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,4
15736,Kindergarten,Male,Black,3,Yes,No,Not Applicable,English,1,1,1,3
15737,11th Grade,Male,White,3.33,No,No,Not Applicable,Other,0,0,0,5
15738,2nd Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,8
15739,Kindergarten,Male,Black,2.33,Yes,No,Not Applicable,English,0,0,0,23
15740,3rd Grade,Male,White,2.67,Yes,No,Not Applicable,Vietnamese,0,0,0,5
15741,10th Grade,Female,Black,2.33,No,Yes,Specific Learning Disability,Other,0,0,0,3
15742,6th Grade,Male,White,3.33,Yes,Yes,Other,Spanish,0,0,0,11
15743,5th Grade,Female,White,3.67,No,No,Not Applicable,English,0,0,0,3
15744,7th Grade,Male,White,3,No,No,Not Applicable,English,1,1,7,4
15745,6th Grade,Female,White,3,Yes,Yes,Speech/Language Impairments,English,0,0,0,5
15746,7th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,8
15747,10th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,12
15748,11th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,12
15749,8th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,15
15750,9th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,4
15751,2nd Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,4
15752,4th Grade,Male,White,3.33,No,No,Not Applicable,Spanish,0,0,0,5
15753,9th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,5
15754,9th Grade,Female,White,3,Yes,Yes,Other,English,0,0,0,7
15755,Kindergarten,Male,Hispanic,3.67,Yes,Yes,Other,Spanish,0,0,0,5
15756,1st Grade,Female,Black,3.33,Yes,No,Not Applicable,English,0,0,0,5
15757,1st Grade,Female,Hispanic,3,Yes,No,Not Applicable,Spanish,0,0,0,19
15758,5th Grade,Male,Black,2.33,Yes,No,Not Applicable,Other,0,0,0,4
15759,3rd Grade,Male,White,3,Yes,Yes,Specific Learning Disability,Spanish,0,0,0,11
15760,Pre-K,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,5
15761,Kindergarten,Female,Hispanic,3.33,No,No,Not Applicable,English,,,,12
15762,7th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,3
15763,1st Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,2
15764,Kindergarten,Female,White,2.33,No,No,Not Applicable,English,0,0,0,6
15765,3rd Grade,Male,Multi-racial,2.67,No,No,Not Applicable,Other,0,0,0,9
15766,4th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,10
15767,Kindergarten,Male,White,2.67,Yes,No,Not Applicable,Other,0,0,0,4
15768,10th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,6
15769,8th Grade,Female,Asian,2.67,Yes,No,Not Applicable,English,0,0,0,9
15770,2nd Grade,Female,White,1.67,No,No,Not Applicable,Other,0,0,0,5
15771,5th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,7
15772,12th Grade,Female,Hispanic,3,Yes,No,Not Applicable,Other,0,0,0,8
15773,9th Grade,Female,Asian,2.67,Yes,No,Not Applicable,English,0,0,0,11
15774,4th Grade,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,3
15775,8th Grade,Male,Multi-racial,2.33,Yes,No,Not Applicable,Spanish,2,2,1,4
15776,5th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,5
15777,10th Grade,Male,White,3,No,Yes,Other,Spanish,3,3,1,4
15778,10th Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,0,0,1,5
15779,Kindergarten,Female,White,3,No,No,Not Applicable,English,0,0,0,7
15780,10th Grade,Female,Hispanic,3.33,No,No,Not Applicable,English,,,,6
15781,10th Grade,Male,White,3,Yes,No,Not Applicable,English,3,3,1,9
15782,4th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,9
15783,6th Grade,,Multi-racial,2.67,Yes,No,Not Applicable,Spanish,0,0,0,10
15784,7th Grade,Female,Black,3.33,Yes,No,Not Applicable,English,0,0,0,14
15785,9th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,10
15786,8th Grade,Male,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,14
15787,1st Grade,Male,Black,3,No,No,Not Applicable,English,0,0,0,7
15788,8th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,2
15789,1st Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,11
15790,8th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,4
15791,4th Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,Spanish,2,2,4,6
15792,8th Grade,Female,Multi-racial,3,No,No,Not Applicable,English,3,3,2,3
15793,9th Grade,Female,White,2.67,Yes,No,Not Applicable,Other,0,0,0,5
15794,1st Grade,Female,White,2.67,Yes,No,Not Applicable,English,,,,7
15795,Kindergarten,Female,White,3,No,No,Not Applicable,English,0,0,0,25
15796,5th Grade,Female,White,1.67,Yes,No,Not Applicable,English,0,0,0,2
15797,2nd Grade,Female,Multi-racial,3,Yes,No,Not Applicable,English,0,0,0,23
15798,6th Grade,Male,White,3,Yes,No,Not Applicable,Other,0,0,0,2
15799,8th Grade,Female,White,3,Yes,No,Not Applicable,English,1,2,1,8
15800,7th Grade,Female,Multi-racial,3.33,Yes,No,Not Applicable,Spanish,0,0,0,2
15801,2nd Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,5
15802,9th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,5
15803,10th Grade,Female,Asian,3,No,No,Not Applicable,Spanish,1,1,4,6
15804,5th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,1,5
15805,6th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,1
15806,11th Grade,Male,Hispanic,3,Yes,Yes,Other,English,0,0,0,8
15807,10th Grade,Male,White,2.33,No,Yes,Specific Learning Disability,Vietnamese,0,0,0,1
15808,3rd Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,5
15809,10th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,21
15810,9th Grade,Female,White,3.33,Yes,No,Not Applicable,English,1,1,5,5
15811,1st Grade,Male,Asian,3,No,No,Not Applicable,English,4,10,6,8
15812,Pre-K,Female,Black,3.33,Yes,No,Not Applicable,English,0,0,0,6
15813,10th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,1
15814,11th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,7
15815,2nd Grade,Male,White,2.67,No,No,Not Applicable,Spanish,1,1,1,1
15816,5th Grade,Male,Black,3.33,No,Yes,Autism,Spanish,0,0,0,8
15817,5th Grade,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,8
15818,10th Grade,Female,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,9
15819,12th Grade,Female,White,3.67,No,No,Not Applicable,Spanish,,,,16
15820,Pre-K,Female,,2,Yes,No,Not Applicable,English,0,0,0,3
15821,7th Grade,Female,White,2.67,No,No,Not Applicable,Spanish,0,0,0,5
15822,8th Grade,,Asian,2.67,Yes,No,Not Applicable,English,0,0,1,29
15823,1st Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,26
15824,11th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,9
15825,4th Grade,Female,White,3,No,Yes,Autism,Spanish,0,0,0,4
15826,9th Grade,Male,Native,2.67,No,No,Not Applicable,English,0,0,1,2
15827,Kindergarten,Female,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,8
15828,8th Grade,Female,White,3.67,No,No,Not Applicable,English,0,0,0,99
15829,6th Grade,Male,Black,3.33,No,No,Not Applicable,English,0,0,0,3
15830,3rd Grade,Female,White,2.33,Yes,No,Not Applicable,English,,,,7
15831,11th Grade,Female,Black,2.33,No,No,Not Applicable,English,,,,25
15832,Pre-K,Other,White,2.33,No,No,Not Applicable,English,0,0,0,11
15833,Kindergarten,Female,Asian,3,No,No,Not Applicable,English,0,0,0,6
15834,6th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,11
15835,12th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,9
15836,3rd Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,6
15837,11th Grade,Other,White,2.67,Yes,No,Not Applicable,English,0,0,0,13
15838,8th Grade,Male,Black,2.33,Yes,No,Not Applicable,English,,,,4
15839,7th Grade,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,2
15840,3rd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,5
15841,4th Grade,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,5
15842,4th Grade,Male,White,3.67,Yes,Yes,Specific Learning Disability,English,0,0,0,12
15843,8th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,Other,0,0,0,3
15844,1st Grade,Male,Black,3,No,No,Not Applicable,Other,0,0,0,9
15845,12th Grade,Male,Hispanic,3.67,No,No,Not Applicable,English,0,0,0,3
15846,12th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,5
15847,1st Grade,Male,White,3,No,No,Not Applicable,Other,0,0,0,7
15848,11th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,32
15849,5th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,1
15850,1st Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,2
15851,4th Grade,Female,Black,3.67,Yes,No,Not Applicable,English,0,0,0,18
15852,4th Grade,Female,White,3.67,No,No,Not Applicable,English,0,0,0,8
15853,8th Grade,Male,White,3,Yes,No,Not Applicable,Spanish,1,6,9,6
15854,5th Grade,Male,Black,2.67,No,Yes,Speech/Language Impairments,English,4,3,4,2
15855,Kindergarten,Female,Pacific Islander,3,No,No,Not Applicable,English,0,0,0,4
15856,7th Grade,Male,Multi-racial,3,Yes,No,Not Applicable,English,0,0,0,22
15857,Pre-K,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,5
15858,8th Grade,Female,White,2,Yes,Yes,Specific Learning Disability,English,2,9,7,21
15859,7th Grade,Male,Black,3,No,No,Not Applicable,English,0,0,0,6
15860,Kindergarten,Male,White,3.33,No,No,Not Applicable,English,0,0,0,10
